CmdNumber,IsSubStep,ParentCmdNumber,Timestamp,LLActionType,InstanceName,CommandType,TargetPosition,EndEffector,Velocity,Acceleration,Pose,Joints,Success,ExecTimeMs,PlanTimeMs,PointCount,NominalDurationSec,TotalTimeMs,GapFromPrevMs,PlanningInGapMs,BTOverheadMs,ParentMLAction,Error
1196,False,,2026-05-29 19:50:18.453,LiftLL,LiftLL_liftAfterNail_NailingML_stick78_stick75_robot1_staplergun1_rpmanipulate,lift,,,0.50,1.00,"","",True,4103.89,0.00,0,0.000,6125.51,30.37,0.00,30.37,,
1197,False,,2026-05-29 19:50:27.075,NailingLL,NailingLL_moveToNailPos_NailingML_stick79_stick75_robot1_staplergun1_rpmanipulate,movej,unknown,nailgun,0.30,0.30,"0.026799;0.770652;0.307550;2.221441;-2.221441;0.000000","",True,4545.49,0.00,0,0.000,6588.58,2496.45,0.00,2496.45,,
1198,False,,2026-05-29 19:50:33.695,PushDownLL,PushDownLL_pushDown_NailingML_stick79_stick75_robot1_staplergun1_rpmanipulate,lift,,,0.50,1.00,"","",True,1927.10,0.00,0,0.000,3965.57,30.96,0.00,30.96,,
1199,False,,2026-05-29 19:50:37.694,LiftLL,LiftLL_liftAfterNail_NailingML_stick79_stick75_robot1_staplergun1_rpmanipulate,lift,,,0.50,1.00,"","",True,4053.28,0.00,0,0.000,6115.99,33.79,0.00,33.79,,
1200,False,,2026-05-29 19:50:46.109,NailingLL,NailingLL_moveToNailPos_NailingML_stick79_stick76_robot1_staplergun1_rpmanipulate,movej,unknown,nailgun,0.30,0.30,"-0.002526;0.897673;0.307550;2.221441;-2.221441;0.000000","",True,4886.95,0.00,0,0.000,6981.88,2298.36,0.00,2298.36,,
1201,False,,2026-05-29 19:50:53.111,PushDownLL,PushDownLL_pushDown_NailingML_stick79_stick76_robot1_staplergun1_rpmanipulate,lift,,,0.50,1.00,"","",True,1758.85,0.00,0,0.000,3791.44,20.13,0.00,20.13,,
1202,False,,2026-05-29 19:50:56.927,LiftLL,LiftLL_liftAfterNail_NailingML_stick79_stick76_robot1_staplergun1_rpmanipulate,lift,,,0.50,1.00,"","",True,4128.14,0.00,0,0.000,6164.28,24.62,0.00,24.62,,
1203,False,,2026-05-29 19:51:06.330,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rpmanipulate_rptoolchange_dup22,plannedj,rptoolchange,,1.00,1.00,"-0.276143;0.385864;0.086921;-3.141491;-0.002589;-0.000081","2.086106;-1.186673;-2.396030;-1.129490;1.555172;0.503193",True,5656.61,16.45,23,2.127,7760.37,3239.22,0.00,3239.22,,
1204,False,,2026-05-29 19:51:14.210,DeequipToolLL,DeequipToolLL_deequipTool_DeequipML_robot1_staplergun1_equiplocstapler_rptoolchange_dup11,play_program,,nailgun,0.50,1.00,"","",True,7876.49,0.00,0,0.000,9921.64,119.70,0.00,119.70,,
1205,False,,2026-05-29 19:51:24.168,EquipToolLL,EquipToolLL_equipTool_EquipeML_robot1_gripper1_rptoolchange_equiplocgripper_dup11,play_program,,gripper,0.50,1.00,"","",True,21609.44,0.00,0,0.000,23639.30,35.80,0.00,35.80,,
1206,False,,2026-05-29 19:51:49.653,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rptoolchange_rppickup_dup11,plannedj,rppickup,,1.00,1.00,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;-1.707900",True,7845.92,32.54,35,3.357,12625.64,1845.88,0.00,1845.88,,
1207,False,,2026-05-29 19:52:02.340,MoveToLL,MoveToLL_moveToPickPosition_PickUpML_stick81_initlocstick81_robot1_gripper1_rppickup,plannedl,initlocstick81,,1.00,1.00,"0.599380;-0.283000;-0.009000;0.000000;-3.141590;0.000000","",True,3872.26,16.81,16,1.419,5942.68,61.07,0.00,61.07,,
1208,False,,2026-05-29 19:52:08.304,CloseGripperLL,CloseGripperLL_closeGripper_PickUpML_stick81_initlocstick81_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,1820.09,0.00,0,0.000,3843.76,21.64,0.00,21.64,,
1209,False,,2026-05-29 19:52:12.176,MoveToLL,MoveToLL_moveToRetract_PickUpML_stick81_initlocstick81_robot1_gripper1_rppickup,plannedl,rppickup,,1.00,1.00,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;-1.707900",True,3957.67,15.69,16,1.401,6040.74,28.39,0.00,28.39,,
1210,False,,2026-05-29 19:52:19.952,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rppickup_rpmanipulate_dup97,plannedj,rpmanipulate,,1.00,1.00,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,11700.59,46.38,51,4.916,13969.03,1735.60,0.00,1735.60,,
1211,False,,2026-05-29 19:52:33.986,MoveToLL,MoveToLL_moveToStackPos_StackOnTwoML_stick81_robot1_finallocstick81_rpmanipulate_stick77_stick78_gripper1_layer18_layer19,plannedj,finallocstick81,,1.00,1.00,"0.262981;0.689992;0.305000;0.000000;-3.141590;0.000000","",True,7206.30,18.98,29,2.760,9296.45,64.74,0.00,64.74,,
1212,False,,2026-05-29 19:52:43.328,OpenGripperLL,OpenGripperLL_openGripper_StackOnTwoML_stick81_robot1_finallocstick81_rpmanipulate_stick77_stick78_gripper1_layer18_layer19,open_gripper,,,0.50,1.00,"","",True,2131.36,0.00,0,0.000,4168.42,45.50,0.00,45.50,,
1213,False,,2026-05-29 19:52:47.530,LiftLL,LiftLL_liftAfterStack_StackOnTwoML_stick81_robot1_finallocstick81_rpmanipulate_stick77_stick78_gripper1_layer18_layer19,lift,,,0.50,1.00,"","",True,3690.57,0.00,0,0.000,5735.01,33.00,0.00,33.00,,
1214,False,,2026-05-29 19:52:53.281,MoveToLL,MoveToLL_moveToRobotPos_StackOnTwoML_stick81_robot1_finallocstick81_rpmanipulate_stick77_stick78_gripper1_layer18_layer19,plannedj,rpmanipulate,,1.00,1.00,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,6678.35,322.29,29,2.756,9253.63,16.50,0.00,16.50,,
1215,False,,2026-05-29 19:53:04.248,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rpmanipulate_rppickup_dup88,plannedj,rppickup,,1.00,1.00,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;-1.707900",True,11258.52,25.85,50,4.859,13354.10,1713.47,0.00,1713.47,,
1216,False,,2026-05-29 19:53:17.664,MoveToLL,MoveToLL_moveToPickPosition_PickUpML_stick80_initlocstick80_robot1_gripper1_rppickup,plannedl,initlocstick80,,1.00,1.00,"0.599380;-0.283000;-0.009000;0.000000;-3.141590;0.000000","",True,3908.82,15.02,16,1.421,6006.62,61.47,0.00,61.47,,
1217,False,,2026-05-29 19:53:23.704,CloseGripperLL,CloseGripperLL_closeGripper_PickUpML_stick80_initlocstick80_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,1750.30,0.00,0,0.000,3789.10,33.64,0.00,33.64,,
1218,False,,2026-05-29 19:53:27.520,MoveToLL,MoveToLL_moveToRetract_PickUpML_stick80_initlocstick80_robot1_gripper1_rppickup,plannedl,rppickup,,1.00,1.00,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;-1.707900",True,3887.42,14.31,16,1.400,5988.07,27.42,0.00,27.42,,
1219,False,,2026-05-29 19:53:35.223,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rppickup_rpmanipulate_dup98,plannedj,rpmanipulate,,1.00,1.00,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,11613.67,44.14,51,4.916,14033.74,1714.45,0.00,1714.45,,
1220,False,,2026-05-29 19:53:49.316,MoveToLL,MoveToLL_moveToStackPos_StackOnTwoML_stick80_robot1_finallocstick80_rpmanipulate_cube16_stick77_gripper1_layer18_layer19,plannedj,finallocstick80,,1.00,1.00,"0.344152;0.873400;0.306000;0.000000;-3.141590;0.000000","",True,7448.61,14.29,30,2.844,9547.61,59.44,0.00,59.44,,
1221,False,,2026-05-29 19:53:58.892,OpenGripperLL,OpenGripperLL_openGripper_StackOnTwoML_stick80_robot1_finallocstick80_rpmanipulate_cube16_stick77_gripper1_layer18_layer19,open_gripper,,,0.50,1.00,"","",True,1927.53,0.00,0,0.000,3950.54,27.93,0.00,27.93,,
1222,False,,2026-05-29 19:54:02.870,LiftLL,LiftLL_liftAfterStack_StackOnTwoML_stick80_robot1_finallocstick80_rpmanipulate_cube16_stick77_gripper1_layer18_layer19,lift,,,0.50,1.00,"","",True,3716.50,0.00,0,0.000,5748.80,28.06,0.00,28.06,,
1223,False,,2026-05-29 19:54:08.669,MoveToLL,MoveToLL_moveToRobotPos_StackOnTwoML_stick80_robot1_finallocstick80_rpmanipulate_cube16_stick77_gripper1_layer18_layer19,plannedj,rpmanipulate,,1.00,1.00,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,7211.26,14.69,30,2.841,9274.37,50.20,0.00,50.20,,
1224,False,,2026-05-29 19:54:19.755,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rpmanipulate_rppickup_dup89,plannedj,rppickup,,1.00,1.00,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;-1.707900",True,11077.36,16.96,50,4.860,13161.58,1811.37,0.00,1811.37,,
1225,False,,2026-05-29 19:54:32.982,MoveToLL,MoveToLL_moveToPickPosition_PickUpML_cube17_initloccube17_robot1_gripper1_rppickup,plannedl,initloccube17,,1.00,1.00,"0.599380;-0.283000;-0.009000;0.000000;-3.141590;0.000000","",True,3878.54,16.83,16,1.421,5972.25,65.15,0.00,65.15,,
1226,False,,2026-05-29 19:54:38.975,CloseGripperLL,CloseGripperLL_closeGripper_PickUpML_cube17_initloccube17_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,1798.69,0.00,0,0.000,3833.75,21.24,0.00,21.24,,
1227,False,,2026-05-29 19:54:42.840,MoveToLL,MoveToLL_moveToRetract_PickUpML_cube17_initloccube17_robot1_gripper1_rppickup,plannedl,rppickup,,1.00,1.00,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;-1.707900",True,3908.90,15.08,16,1.400,5992.58,31.07,0.00,31.07,,
1228,False,,2026-05-29 19:54:50.546,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rppickup_rpmanipulate_dup99,plannedj,rpmanipulate,,1.00,1.00,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,11710.85,54.56,51,4.916,14058.90,1713.02,0.00,1713.02,,
1229,False,,2026-05-29 19:55:04.671,MoveToLL,MoveToLL_moveToStackPos_StackML_cube17_stick80_robot1_gripper1_finalloccube17_rpmanipulate,plannedj,finalloccube17,,1.00,1.00,"0.328327;0.900810;0.323500;0.000000;-3.141590;0.000000","",True,7316.57,15.56,30,2.814,9393.61,66.33,0.00,66.33,,
1230,False,,2026-05-29 19:55:14.092,OpenGripperLL,OpenGripperLL_openGripper_StackML_cube17_stick80_robot1_gripper1_finalloccube17_rpmanipulate,open_gripper,,,0.50,1.00,"","",True,2049.07,0.00,0,0.000,4077.72,27.77,0.00,27.77,,
1231,False,,2026-05-29 19:55:18.192,LiftLL,LiftLL_liftAfterStack_StackML_cube17_stick80_robot1_gripper1_finalloccube17_rpmanipulate,lift,,,0.50,1.00,"","",True,3690.60,0.00,0,0.000,5740.64,21.98,0.00,21.98,,
1232,False,,2026-05-29 19:55:23.963,MoveToLL,MoveToLL_moveToRobotPosition_StackML_cube17_stick80_robot1_gripper1_finalloccube17_rpmanipulate,plannedj,rpmanipulate,,1.00,1.00,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,6726.56,102.23,30,2.810,9313.85,30.83,0.00,30.83,,
1233,False,,2026-05-29 19:55:35.041,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rpmanipulate_rppickup_dup90,plannedj,rppickup,,1.00,1.00,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;-1.707900",True,11169.28,15.58,50,4.859,13241.28,1763.93,0.00,1763.93,,
1234,False,,2026-05-29 19:55:48.352,MoveToLL,MoveToLL_moveToPickPosition_PickUpML_stick82_initlocstick82_robot1_gripper1_rppickup,plannedl,initlocstick82,,1.00,1.00,"0.599380;-0.283000;-0.009000;0.000000;-3.141590;0.000000","",True,3892.19,16.39,16,1.421,5968.41,69.39,0.00,69.39,,
1235,False,,2026-05-29 19:55:54.353,CloseGripperLL,CloseGripperLL_closeGripper_PickUpML_stick82_initlocstick82_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,1785.48,0.00,0,0.000,3802.94,32.52,0.00,32.52,,
1236,False,,2026-05-29 19:55:58.193,MoveToLL,MoveToLL_moveToRetract_PickUpML_stick82_initlocstick82_robot1_gripper1_rppickup,plannedl,rppickup,,1.00,1.00,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;-1.707900",True,3931.90,18.32,16,1.400,6052.80,36.83,0.00,36.83,,
1237,False,,2026-05-29 19:56:06.005,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rppickup_rpmanipulate_dup100,plannedj,rpmanipulate,,1.00,1.00,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,11705.11,44.87,51,4.916,13902.62,1760.06,0.00,1760.06,,
1238,False,,2026-05-29 19:56:19.967,MoveToLL,MoveToLL_moveToStackPos_StackOnTwoML_stick82_robot1_finallocstick82_rpmanipulate_stick79_stick78_gripper1_layer18_layer19,plannedj,finallocstick82,,1.00,1.00,"0.041685;0.749288;0.305000;0.000000;-3.141590;0.000000","",True,6394.76,16.01,25,2.356,8502.02,58.52,0.00,58.52,,
1239,False,,2026-05-29 19:56:28.499,OpenGripperLL,OpenGripperLL_openGripper_StackOnTwoML_stick82_robot1_finallocstick82_rpmanipulate_stick79_stick78_gripper1_layer18_layer19,open_gripper,,,0.50,1.00,"","",True,2175.44,0.00,0,0.000,4215.17,30.43,0.00,30.43,,
1240,False,,2026-05-29 19:56:32.753,LiftLL,LiftLL_liftAfterStack_StackOnTwoML_stick82_robot1_finallocstick82_rpmanipulate_stick79_stick78_gripper1_layer18_layer19,lift,,,0.50,1.00,"","",True,3695.56,0.00,0,0.000,5731.42,38.29,0.00,38.29,,
1241,False,,2026-05-29 19:56:38.513,MoveToLL,MoveToLL_moveToRobotPos_StackOnTwoML_stick82_robot1_finallocstick82_rpmanipulate_stick79_stick78_gripper1_layer18_layer19,plannedj,rpmanipulate,,1.00,1.00,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,6227.72,18.31,25,2.353,8292.40,29.57,0.00,29.57,,
1242,False,,2026-05-29 19:56:48.731,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rpmanipulate_rppickup_dup91,plannedj,rppickup,,1.00,1.00,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;-1.707900",True,11592.43,36.99,50,4.860,14015.73,1924.70,0.00,1924.70,,
1243,False,,2026-05-29 19:57:02.817,MoveToLL,MoveToLL_moveToPickPosition_PickUpML_stick83_initlocstick83_robot1_gripper1_rppickup,plannedl,initlocstick83,,1.00,1.00,"0.599380;-0.283000;-0.009000;0.000000;-3.141590;0.000000","",True,4026.42,375.30,16,1.421,6708.39,70.47,0.00,70.47,,
1244,False,,2026-05-29 19:57:09.566,CloseGripperLL,CloseGripperLL_closeGripper_PickUpML_stick83_initlocstick83_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,1800.04,0.00,0,0.000,3814.59,40.60,0.00,40.60,,
1245,False,,2026-05-29 19:57:13.417,MoveToLL,MoveToLL_moveToRetract_PickUpML_stick83_initlocstick83_robot1_gripper1_rppickup,plannedl,rppickup,,1.00,1.00,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;-1.707900",True,3879.82,23.41,16,1.400,5997.42,36.82,0.00,36.82,,
1246,False,,2026-05-29 19:57:21.226,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rppickup_rpmanipulate_dup101,plannedj,rpmanipulate,,1.00,1.00,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,11650.29,33.73,51,4.916,13909.82,1811.12,0.00,1811.12,,
1247,False,,2026-05-29 19:57:35.199,MoveToLL,MoveToLL_moveToStackPos_StackOnTwoML_stick83_robot1_finallocstick83_rpmanipulate_stick81_stick80_gripper1_layer19_layer20,plannedj,finallocstick83,,1.00,1.00,"0.336903;0.782924;0.323500;0.000000;-3.141590;0.000000","",True,7216.41,37.07,30,2.859,9534.70,63.01,0.00,63.01,,
1248,False,,2026-05-29 19:57:44.769,OpenGripperLL,OpenGripperLL_openGripper_StackOnTwoML_stick83_robot1_finallocstick83_rpmanipulate_stick81_stick80_gripper1_layer19_layer20,open_gripper,,,0.50,1.00,"","",True,1924.44,0.00,0,0.000,3967.04,35.25,0.00,35.25,,
1249,False,,2026-05-29 19:57:48.761,LiftLL,LiftLL_liftAfterStack_StackOnTwoML_stick83_robot1_finallocstick83_rpmanipulate_stick81_stick80_gripper1_layer19_layer20,lift,,,0.50,1.00,"","",True,3702.71,0.00,0,0.000,5750.79,25.94,0.00,25.94,,
1250,False,,2026-05-29 19:57:54.541,MoveToLL,MoveToLL_moveToRobotPos_StackOnTwoML_stick83_robot1_finallocstick83_rpmanipulate_stick81_stick80_gripper1_layer19_layer20,plannedj,rpmanipulate,,1.00,1.00,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,7264.07,14.17,30,2.856,9339.75,28.26,0.00,28.26,,
1251,False,,2026-05-29 19:58:05.590,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rpmanipulate_rppickup_dup92,plannedj,rppickup,,1.00,1.00,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;-1.707900",True,11096.99,14.60,50,4.860,13187.62,1709.70,0.00,1709.70,,
1252,False,,2026-05-29 19:58:18.842,MoveToLL,MoveToLL_moveToPickPosition_PickUpML_stick84_initlocstick84_robot1_gripper1_rppickup,plannedl,initlocstick84,,1.00,1.00,"0.599380;-0.283000;-0.009000;0.000000;-3.141590;0.000000","",True,3878.51,18.00,16,1.421,5965.60,64.09,0.00,64.09,,
1253,False,,2026-05-29 19:58:24.841,CloseGripperLL,CloseGripperLL_closeGripper_PickUpML_stick84_initlocstick84_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,1787.23,0.00,0,0.000,3822.56,33.61,0.00,33.61,,
1254,False,,2026-05-29 19:58:28.690,MoveToLL,MoveToLL_moveToRetract_PickUpML_stick84_initlocstick84_robot1_gripper1_rppickup,plannedl,rppickup,,1.00,1.00,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;-1.707900",True,3926.79,15.73,16,1.400,6008.30,26.03,0.00,26.03,,
1255,False,,2026-05-29 19:58:36.442,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rppickup_rpmanipulate_dup102,plannedj,rpmanipulate,,1.00,1.00,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,11024.04,42.80,51,4.916,13174.40,1744.32,0.00,1744.32,,
1256,False,,2026-05-29 19:58:49.683,MoveToLL,MoveToLL_moveToStackPos_StackOnTwoML_stick84_robot1_finallocstick84_rpmanipulate_stick82_stick81_gripper1_layer19_layer20,plannedj,finallocstick84,,1.00,1.00,"0.134617;0.675367;0.322500;0.000000;-3.141590;0.000000","",True,6670.19,33.97,27,2.513,8846.63,66.81,0.00,66.81,,
1257,False,,2026-05-29 19:58:58.559,OpenGripperLL,OpenGripperLL_openGripper_StackOnTwoML_stick84_robot1_finallocstick84_rpmanipulate_stick82_stick81_gripper1_layer19_layer20,open_gripper,,,0.50,1.00,"","",True,1842.58,0.00,0,0.000,3881.03,29.10,0.00,29.10,,
1258,False,,2026-05-29 19:59:02.465,LiftLL,LiftLL_liftAfterStack_StackOnTwoML_stick84_robot1_finallocstick84_rpmanipulate_stick82_stick81_gripper1_layer19_layer20,lift,,,0.50,1.00,"","",True,3673.91,0.00,0,0.000,5840.87,24.85,0.00,24.85,,
1259,False,,2026-05-29 19:59:08.339,MoveToLL,MoveToLL_moveToRobotPos_StackOnTwoML_stick84_robot1_finallocstick84_rpmanipulate_stick82_stick81_gripper1_layer19_layer20,plannedj,rpmanipulate,,1.00,1.00,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,6426.24,13.85,27,2.510,8518.55,33.12,0.00,33.12,,
1260,False,,2026-05-29 19:59:18.598,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rpmanipulate_rptoolchange_dup23,plannedj,rptoolchange,,1.00,1.00,"-0.276143;0.385864;0.086921;-3.141491;-0.002589;-0.000081","2.086106;-1.186673;-2.396030;-1.129490;1.555172;0.503193",True,4962.66,12.28,21,1.926,7071.04,1740.10,0.00,1740.10,,
1261,False,,2026-05-29 19:59:25.700,DeequipToolLL,DeequipToolLL_deequipTool_DeequipML_robot1_gripper1_equiplocgripper_rptoolchange_dup12,play_program,,gripper,0.50,1.00,"","",True,21721.11,0.00,0,0.000,23823.13,31.86,0.00,31.86,,
1262,False,,2026-05-29 19:59:49.558,EquipToolLL,EquipToolLL_equipTool_EquipeML_robot1_staplergun1_rptoolchange_equiplocstapler_dup12,play_program,,nailgun,0.50,1.00,"","",True,10359.26,0.00,0,0.000,12383.15,34.74,0.00,34.74,,
1263,False,,2026-05-29 20:00:03.551,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rptoolchange_rpmanipulate_dup12,plannedj,rpmanipulate,,1.00,1.00,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,5209.41,268.39,21,1.941,10126.77,1609.86,0.00,1609.86,,
1264,False,,2026-05-29 20:00:13.806,NailingLL,NailingLL_moveToNailPos_NailingML_cube17_stick80_robot1_staplergun1_rpmanipulate,movej,unknown,nailgun,0.30,0.30,"0.328327;0.900810;0.343550;2.221441;-2.221441;0.000000","",True,9258.28,0.00,0,0.000,11298.38,128.22,0.00,128.22,,
1265,False,,2026-05-29 20:00:25.140,PushDownLL,PushDownLL_pushDown_NailingML_cube17_stick80_robot1_staplergun1_rpmanipulate,lift,,,0.50,1.00,"","",True,1902.77,0.00,0,0.000,3965.15,35.67,0.00,35.67,,
1266,False,,2026-05-29 20:00:29.131,LiftLL,LiftLL_liftAfterNail_NailingML_cube17_stick80_robot1_staplergun1_rpmanipulate,lift,,,0.50,1.00,"","",True,4072.10,0.00,0,0.000,6123.18,25.86,0.00,25.86,,
1267,False,,2026-05-29 20:00:36.944,NailingLL,NailingLL_moveToNailPos_NailingML_stick83_stick80_robot1_staplergun1_rpmanipulate,movej,unknown,nailgun,0.30,0.30,"0.357497;0.850286;0.343575;2.221441;-2.221441;0.000000","",True,5224.16,0.00,0,0.000,7254.70,1689.68,0.00,1689.68,,
1268,False,,2026-05-29 20:00:44.225,PushDownLL,PushDownLL_pushDown_NailingML_stick83_stick80_robot1_staplergun1_rpmanipulate,lift,,,0.50,1.00,"","",True,1237.76,0.00,0,0.000,3289.57,26.05,0.00,26.05,,
1269,False,,2026-05-29 20:00:47.565,LiftLL,LiftLL_liftAfterNail_NailingML_stick83_stick80_robot1_staplergun1_rpmanipulate,lift,,,0.50,1.00,"","",True,4042.86,0.00,0,0.000,6097.32,50.56,0.00,50.56,,
1270,False,,2026-05-29 20:00:55.274,NailingLL,NailingLL_moveToNailPos_NailingML_stick83_stick81_robot1_staplergun1_rpmanipulate,movej,unknown,nailgun,0.30,0.30,"0.324350;0.717043;0.343050;2.221441;-2.221441;0.000000","",True,6331.68,0.00,0,0.000,8384.01,1611.55,0.00,1611.55,,
1271,False,,2026-05-29 20:01:03.693,PushDownLL,PushDownLL_pushDown_NailingML_stick83_stick81_robot1_staplergun1_rpmanipulate,lift,,,0.50,1.00,"","",True,1719.23,0.00,0,0.000,3754.73,35.00,0.00,35.00,,
1272,False,,2026-05-29 20:01:07.492,LiftLL,LiftLL_liftAfterNail_NailingML_stick83_stick81_robot1_staplergun1_rpmanipulate,lift,,,0.50,1.00,"","",True,4054.35,0.00,0,0.000,6103.13,44.46,0.00,44.46,,
1273,False,,2026-05-29 20:01:15.283,NailingLL,NailingLL_moveToNailPos_NailingML_stick84_stick81_robot1_staplergun1_rpmanipulate,movej,unknown,nailgun,0.30,0.30,"0.201979;0.654773;0.342575;2.221441;-2.221441;0.000000","",True,5619.74,0.00,0,0.000,7644.15,1687.54,0.00,1687.54,,
1274,False,,2026-05-29 20:01:22.950,PushDownLL,PushDownLL_pushDown_NailingML_stick84_stick81_robot1_staplergun1_rpmanipulate,lift,,,0.50,1.00,"","",True,1617.29,0.00,0,0.000,3644.19,22.82,0.00,22.82,,
1275,False,,2026-05-29 20:01:26.626,LiftLL,LiftLL_liftAfterNail_NailingML_stick84_stick81_robot1_staplergun1_rpmanipulate,lift,,,0.50,1.00,"","",True,4072.93,0.00,0,0.000,6103.75,32.25,0.00,32.25,,
